uid,title,type,mvdb_id,piano_combination,final,editors.uid,editors.name,editors.gnd_id,editors.gender,editors.date_of_birth,editors.date_of_death,editors.place_of_birth,editors.place_of_death,editors.place_of_activity,editors.geographic_area_code,composers.uid,composers.name,composers.gnd_id,composers.gender,composers.date_of_birth,composers.date_of_death,composers.place_of_birth,composers.place_of_death,composers.place_of_activity,composers.geographic_area_code,works.uid,works.generic_title,works.individual_title,works.gnd_id,works.title_instrument,works.opus_no,works.title_number,works.firstcomposer,works.main_instrumentation,works.publishers,works.full_title,works.date_of_production,works.tonality,works.gnd_instruments,works.gnd_genres,works.mvdb_genres.uid,works.mvdb_genres.name,works.mvdb_genres.gnd_id,works.mvdb_instrumentation.uid,works.mvdb_instrumentation.has_orchestra,works.mvdb_instrumentation.has_choir,works.mvdb_instrumentation.instrumental_soloists,works.mvdb_instrumentation.vocal_soloists,works.mvdb_instrumentation.instruments.uid,works.mvdb_instrumentation.instruments.name,works.mvdb_instrumentation.instruments.gnd_id,works.composers.uid,works.composers.name,works.composers.gnd_id,works.composers.gender,works.composers.date_of_birth,works.composers.date_of_death,works.composers.place_of_birth,works.composers.place_of_death,works.composers.place_of_activity,works.composers.geographic_area_code,published_subitems.uid,published_subitems.mvdb_id,published_subitems.publisher_number,published_subitems.part,published_subitems.voice,published_subitems.published_item,published_subitems.prints.uid,published_subitems.prints.quantity,published_subitems.prints.date_of_action,published_subitems.prints.type,published_subitems.prints.inferred,published_subitems.prints.published_subitem,published_subitems.prints.certain,published_subitems.sales,published_subitems.maculation,published_subitems.works,instruments.uid,instruments.name,instruments.gnd_id,genres.uid,genres.name,genres.gnd_id
1921,[Concert No. 2 f. Viol. E.dur.],work,PE_00230a,,0,,,,,,,,,,,,,,,,,,,,,1328.0,Konzerte,,300009682,Streichorchester,,,884.0,51703.0,"PE, RB",Konzert für Streichorchester in E-Dur,1857-01-01,E-Dur,,,2932.0,Konzert,4032359-6,51703.0,1.0,0.0,Instrumentalsolisten,,3426.0,Violine,4019791-8,884.0,"Bach, Johann Sebastian",11850553X,m,1685-03-21,1750-07-28,Eisenach,Leipzig,"Mühlhausen/Thüringen, Weimar, Köthen (Anhalt), Leipzig",XA-DE,3128,PE_00230a_00230a_NN_EStVl1,00230a,NN,EStVl1,1921,13995.0,200.0,1942-01-01,print,0.0,3128.0,1.0,,,,,,,,,
3589,Rondino oe. 42,work,HO_02845,,1,,,,,,,,,,,,,,,,,,,,,4092.0,Rondos,,121118997X,Klavier,42,,1142.0,53971.0,HO,Rondo für Klavier in a-Moll,1842-01-01,a-Moll,,,3127.0,Rondo,4178454-6,53971.0,0.0,0.0,Einzelinstrument Klavier,,3445.0,Klavier,4030982-4,1142.0,"Mayer, Charles",117542601,m,1799-03-21,1862-07-02,Königsberg,Dresden,"Sankt Petersburg, Dresden",XA-DE,8216,HO_02845_02845_NN_N,02845,NN,N,3589,37229.0,50.0,1867-04-30,print,0.0,8216.0,1.0,,,,,,,,,
12780,Sammlung Klassischer Stücke f. Piano & Cello,collection full,PE_01418a,,1,,,,,,,,,,,,,,,,,,,,,12268.0,Oktett,Adagio,300602723,"Klarinette, Fagott, Horn, Violine (2), Viola, Violoncello, Kontrabass",posth. 166 2,,869.0,61724.0,PE,"Oktett für Klarinette, Fagott, Horn, Violine (2), Viola, Violoncello, Kontrabass in F-Dur, Adagio",1824-01-01,F-Dur,,,3129.0,Adagio,4375078-3,61724.0,0.0,0.0,Oktett,,3426.0,Violine,4019791-8,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,21510,PE_01418a_01418d_Bd4_N,01418d,Bd4,N,12780,96319.0,600.0,1920-11-01,print,0.0,21510.0,1.0,,,,1.0,Klavier,4030982-4,,,
13927,Album tief,collection full,PE_01044b,,1,,,,,,,,,,,,,,,,,,,,,11786.0,Blumengruß,,1137581301,,22,,5043.0,61200.0,PE,Blumengruß,1840-01-01,,,,3153.0,Terzett,4874050-0,61200.0,0.0,0.0,Einzelinstrument Klavier,Sopran Solo,3468.0,Sopran,4392005-6,5043.0,"Curschmann, Karl Friedrich",116766301,m,,,Berlin,Langfuhr,,XA-DE,21265,PE_01044b_01044b_NN_tS,01044b,NN,tS,13927,70534.0,3000.0,1885-01-01,print,0.0,21265.0,1.0,,,,1.0,Klavier,4030982-4,,,
9003,op. 90: Die Geburt Christi,adaptation,RB_01996,,-1,,,,,,,,,,,,,,,,,,,,,3802.0,Die Geburt Christi,,300073542,,90,,719.0,65936.0,"PE, RB",Die Geburt Christi in D-Dur,1894-01-01,D-Dur,,,2973.0,Oratorium,4129085-9,65936.0,1.0,1.0,Instrumentalsolisten,Vokalsolisten,3405.0,Oboe,4139391-0,719.0,"Herzogenberg, Heinrich von",119523876,m,1843-06-10,1900-10-09,Graz,Wiesbaden,Leipzig,"XA-AT, XA-DE",18293,RB_01996_01999_NN_EStT,01999,NN,EStT,9003,53119.0,100.0,1901-11-04,print,0.0,18293.0,1.0,,,,1.0,Klavier,4030982-4,,,
1016,Sinfonien à 4/ms.,collection full,PE_00186a,one piano four hands,1,,,,,,,,,,,,,,,,,,,,,1130.0,Sinfonien,Nr. 1,300808267,,,Nr. 1,159.0,51627.0,PE,"Sinfonie Nr. 1 in G-Dur, Nr. 1",1787-01-01,G-Dur,,,2950.0,Sinfonie,4055087-4,51627.0,1.0,0.0,,,3486.0,Orchester,4172708-3,159.0,"Haydn, Joseph",118547356,m,1732-03-31,1809-05-31,Rohrau,Wien,"Eisenstadt, Wien",XA-AT,1827,PE_00186a_00186c_H3_K4h,00186c,H3,K4h,1016,11552.0,3000.0,1903-01-01,print,0.0,1827.0,1.0,,,,1.0,Klavier,4030982-4,,,
13739,Album IV.,collection full,PE_00791,,1,,,,,,,,,,,,,,,,,,,,,13710.0,Die Spinnerin,,300960328,,"post. 118,6",,869.0,62859.0,PE,Die Spinnerin,1815-01-01,,,,2968.0,Lied,4035669-3,62859.0,0.0,0.0,Einzelinstrument Klavier,Singstimme Solo,3445.0,Klavier,4030982-4,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,23360,PE_00791_00791_Bd4_N,00791,Bd4,N,13739,76402.0,1000.0,1912-01-01,print,0.0,23360.0,1.0,,,,1.0,Klavier,4030982-4,,,
1078,Orgelcompositionen.,collection part,PE_00240,,0,,,,,,,,,,,,,,,,,,,,,1372.0,Präludium und Fuge,,300010559,Orgel,,,884.0,51752.0,PE,Präludium und Fuge für Orgel in C-Dur,1703-01-01,C-Dur,,,2953.0,Präludium,4137959-7,51752.0,0.0,0.0,Einzelinstrument Orgel,,3448.0,Orgel,4043844-2,884.0,"Bach, Johann Sebastian",11850553X,m,1685-03-21,1750-07-28,Eisenach,Leipzig,"Mühlhausen/Thüringen, Weimar, Köthen (Anhalt), Leipzig",XA-DE,1902,PE_00240_00245_H6_N,00245,H6,N,1078,14635.0,600.0,1906-06-01,print,0.0,1902.0,1.0,,,,,,,,,
540,Op. 33. Romanzen.,work,RB_00401a,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4232,RB_00401a_00401c_N9_N,00401c,N9,N,540,17323.0,100.0,1882-09-09,print,0.0,4232.0,1.0,,,,,,,,,
15023,Coll. Morceaux Serie II.,adaptation,HO_08433,,1,,,,,,,,,,,,,,,,,,,,,14951.0,Csárdás,Nr. 7,1228261830,,,Nr. 7,5171.0,63992.0,HO,"Csárdás Nr. 7, Nr. 7",1895-01-01,,,,3118.0,Volkstanz,4063869-8,63992.0,0.0,0.0,Einzelinstrument Mandoline,,3409.0,Mandoline,4232939-5,5171.0,"Schick, Otto",1014104688,m,,,Bad Lauchstädt,Leipzig,,XA-DE,29037,HO_08433_08433_N1_EStMl2,08433,N1,EStMl2,15023,90762.0,100.0,1906-02-26,print,0.0,29037.0,1.0,,,,1.0,Klavier,4030982-4,,,
1783,12 Etudes p. Piano Oe: 2,work,HO_02257,,-1,,,,,,,,,,,,,,,,,,,,,2325.0,Études caractéristiques,,300391110,,2,,1133.0,53197.0,"HO, PE",Études caractéristiques,1837-01-01,,,,2927.0,error,error,53197.0,0.0,0.0,Einzelinstrument Klavier,,3445.0,Klavier,4030982-4,1133.0,"Henselt, Adolf von",118903861,m,1814-05-09,1889-10-10,Schwabach,Warmbrunn,Sankt Petersburg,"XA-DE, XA-RU",18656,HO_02257_02257_N11_N,02257,N11,N,1783,58482.0,100.0,1841-11-30,print,0.0,18656.0,1.0,,,,,,,,,
12663,Bleib bei uns K. A.,adaptation,PE_01015,,1,,,,,,,,,,,,,,,,,,,,,11741.0,"Bleib bei uns, denn es will Abend werden",,300194773,,,,884.0,66390.0,PE,"Bleib bei uns, denn es will Abend werden",1725-01-01,,,,2987.0,Kantate,4029509-6,66390.0,1.0,1.0,Instrumentalsolisten,Vokalsolisten,3469.0,Alt,4270768-7,884.0,"Bach, Johann Sebastian",11850553X,m,1685-03-21,1750-07-28,Eisenach,Leipzig,"Mühlhausen/Thüringen, Weimar, Köthen (Anhalt), Leipzig",XA-DE,23871,PE_01015_01015_NN_EStB,01015,NN,EStB,12663,64898.0,100.0,1909-11-01,print,0.0,23871.0,1.0,,,,3584.0,Chor,4010045-5,,,
13739,Album IV.,collection full,PE_00791,,1,,,,,,,,,,,,,,,,,,,,,13715.0,Cronnan,,1123593329,,,,869.0,62865.0,PE,Cronnan,1815-01-01,,,,2968.0,Lied,4035669-3,62865.0,0.0,0.0,Einzelinstrument Klavier,Singstimme Solo,3483.0,Singstimme,4156941-6,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,23360,PE_00791_00791_Bd4_N,00791,Bd4,N,13739,76397.0,600.0,1901-02-01,print,0.0,23360.0,1.0,,,,1.0,Klavier,4030982-4,,,
12982,Concert f. Orchester No 5. Ddur.,adaptation,PE_00265,,-1,,,,,,,,,,,,,,,,,,,,,12775.0,Die Brandenburgischen Konzert,Nr. 5,300005415,,,Nr. 5,884.0,61958.0,PE,"Die Brandenburgischen Konzert Nr. 5 in D-Dur, Nr. 5",1721-01-01,D-Dur,,,2937.0,Concerto grosso,4148265-7,61958.0,0.0,0.0,gemischtes Ensemble,,3422.0,Viola,4188364-0,884.0,"Bach, Johann Sebastian",11850553X,m,1685-03-21,1750-07-28,Eisenach,Leipzig,"Mühlhausen/Thüringen, Weimar, Köthen (Anhalt), Leipzig",XA-DE,23769,PE_00265_00265_NN_SoloVl,00265,NN,SoloVl,12982,63393.0,50.0,1918-09-01,print,0.0,23769.0,1.0,,,,14.0,Flöte,4154647-7,,,
12946,Concert f. 1 Clavier. Amoll.,adaptation,PE_00255,,-1,,,,,,,,,,,,,,,,,,,,,12738.0,Konzert,,30000933X,"Querflöte, Violine, Cembalo, Orchester",,,884.0,61907.0,PE,"Konzert für Querflöte, Violine, Cembalo, Orchester in a-Moll",1848-01-01,a-Moll,,,2932.0,Konzert,4032359-6,61907.0,1.0,0.0,Instrumentalsolisten,,3454.0,Querflöte,4176713-5,884.0,"Bach, Johann Sebastian",11850553X,m,1685-03-21,1750-07-28,Eisenach,Leipzig,"Mühlhausen/Thüringen, Weimar, Köthen (Anhalt), Leipzig",XA-DE,23639,PE_00255_00255_NN_StC,00255,NN,StC,12946,61923.0,50.0,1884-05-01,print,0.0,23639.0,1.0,,,,1.0,Klavier,4030982-4,,,
10723,Septett 8/ms,adaptation,PE_01405,,1,,,,,,,,,,,,,,,,,,,,,821.0,Septett,,300016255,"Klarinette, Fagott, Horn, Violine, Viola, Violoncello, Kontrabass",20,,509.0,64767.0,"PE, PV","Septett für Klarinette, Fagott, Horn, Violine, Viola, Violoncello, Kontrabass in Es-Dur",1799-01-01,Es-Dur,,,3158.0,Septett,7710742-1,64767.0,0.0,0.0,Septett,,3433.0,Kontrabass,4032300-6,509.0,"Beethoven, Ludwig van",118508288,m,1770-12-17,1827-03-26,Bonn,Wien,"Bonn, Wien","XA-DE, XA-AT",19060,PE_01405_01405_NN_K8h,01405,NN,K8h,10723,94002.0,500.0,1890-06-01,print,0.0,19060.0,1.0,,,,1.0,Klavier,4030982-4,,,
15023,Coll. Morceaux Serie II.,adaptation,HO_08433,,1,,,,,,,,,,,,,,,,,,,,,14952.0,Mignon de Beethoven,,1228261857,,,,5171.0,63996.0,HO,Mignon de Beethoven,1895-01-01,,,,2968.0,Lied,4035669-3,63996.0,0.0,0.0,Einzelinstrument Mandoline,,3409.0,Mandoline,4232939-5,5171.0,"Schick, Otto",1014104688,m,,,Bad Lauchstädt,Leipzig,,XA-DE,29093,HO_08433_08444_N12_EStK,08444,N12,EStK,15023,91211.0,100.0,1901-12-17,print,0.0,29093.0,1.0,,,,1.0,Klavier,4030982-4,,,
12778,Sammlung Klassischer Stücke f. Piano & Viol.,collection full,PE_01413a,,1,,,,,,,,,,,,,,,,,,,,,12271.0,Quintett,Andante cantabile,300300336,"Oboe, Klarinette, Fagott, Horn, Klavier",16,,509.0,61716.0,PE,"Quintett für Oboe, Klarinette, Fagott, Horn, Klavier in Es-Dur, Andante cantabile",1801-01-01,Es-Dur,,,3156.0,Quintett,4176737-8,61716.0,0.0,0.0,Quintett,,3434.0,Fagott,4153531-5,509.0,"Beethoven, Ludwig van",118508288,m,1770-12-17,1827-03-26,Bonn,Wien,"Bonn, Wien","XA-DE, XA-AT",21501,PE_01413a_01413a_Bd1_N,01413a,Bd1,N,12778,95534.0,6000.0,1912-03-01,print,0.0,21501.0,1.0,,,,1.0,Klavier,4030982-4,,,
15007,Coll. Morceaux Serie I.,adaptation,HO_08417,,1,,,,,,,,,,,,,,,,,,,,,14928.0,Csárdás,,1227781881,,,Nr. 1,5171.0,63971.0,HO,Csárdás Nr. 1,1895-01-01,,,,3118.0,Volkstanz,4063869-8,63971.0,0.0,0.0,Einzelinstrument Mandoline,,3409.0,Mandoline,4232939-5,5171.0,"Schick, Otto",1014104688,m,,,Bad Lauchstädt,Leipzig,,XA-DE,28960,HO_08417_08423_N7_EStMl2,08423,N7,EStMl2,15007,88512.0,75.0,1897-05-06,print,0.0,28960.0,1.0,,,,4352.0,Gitarre,4124933-1,,,
14095,Hochzeitsmarsch f. P. & V.,adaptation,PE_00887,,1,,,,,,,,,,,,,,,,,,,,,13390.0,Musik zu Ein Sommernachtstraum,Hochzeitsmarsch,300102704,,"61, Nr. 9",,433.0,62538.0,"HO, PE","Musik zu Ein Sommernachtstraum, Hochzeitsmarsch",1843-01-01,,,,2960.0,Marschmusik,4168976-8,62538.0,1.0,0.0,,,3486.0,Orchester,4172708-3,433.0,"Mendelssohn Bartholdy, Felix",118580779,m,1809-02-03,1847-11-04,Hamburg,Leipzig,"Berlin, Düsseldorf, Frankfurt am Main, Leipzig",XA-DE,23460,PE_00887_00887_NN_N,00887,NN,N,14095,77689.0,400.0,1878-02-01,print,0.0,23460.0,1.0,,,,1.0,Klavier,4030982-4,,,
13740,Album V.,collection full,PE_00792,,1,,,,,,,,,,,,,,,,,,,,,13727.0,Am See,,300140053,,,,869.0,62877.0,PE,Am See,1822-01-01,,,,2968.0,Lied,4035669-3,62877.0,0.0,0.0,Einzelinstrument Klavier,Singstimme Solo,3445.0,Klavier,4030982-4,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,23361,PE_00792_00792_Bd5_N,00792,Bd5,N,13740,76420.0,500.0,1902-11-01,print,0.0,23361.0,1.0,,,,1.0,Klavier,4030982-4,,,
15023,Coll. Morceaux Serie II.,adaptation,HO_08433,,1,,,,,,,,,,,,,,,,,,,,,14963.0,A l’orilla del Ebro,,1228261997,,,,5171.0,64014.0,HO,A l’orilla del Ebro,1895-01-01,,,,3163.0,Melodie,4139233-4,64014.0,0.0,0.0,Einzelinstrument Mandoline,,3409.0,Mandoline,4232939-5,5171.0,"Schick, Otto",1014104688,m,,,Bad Lauchstädt,Leipzig,,XA-DE,29081,HO_08433_08442_N10_EStMl1,08442,N10,EStMl1,15023,91039.0,125.0,1913-08-16,print,0.0,29081.0,1.0,,,,60538.0,Mandola,4168776-0,,,
15007,Coll. Morceaux Serie I.,adaptation,HO_08417,,1,,,,,,,,,,,,,,,,,,,,,14930.0,Gavotte royale de Reh,,1227781954,,,,5171.0,63969.0,HO,Gavotte royale de Reh,1895-01-01,,,,3065.0,Gavotte,4391319-2,63969.0,0.0,0.0,Einzelinstrument Mandoline,,3409.0,Mandoline,4232939-5,5171.0,"Schick, Otto",1014104688,m,,,Bad Lauchstädt,Leipzig,,XA-DE,28967,HO_08417_08424_N8_EStMa,08424,N8,EStMa,15007,88532.0,75.0,1897-04-05,print,0.0,28967.0,1.0,,,,1.0,Klavier,4030982-4,,,
9003,op. 90: Die Geburt Christi,adaptation,RB_01996,,-1,,,,,,,,,,,,,,,,,,,,,3802.0,Die Geburt Christi,,300073542,,90,,719.0,65936.0,"PE, RB",Die Geburt Christi in D-Dur,1894-01-01,D-Dur,,,2973.0,Oratorium,4129085-9,65936.0,1.0,1.0,Instrumentalsolisten,Vokalsolisten,3448.0,Orgel,4043844-2,719.0,"Herzogenberg, Heinrich von",119523876,m,1843-06-10,1900-10-09,Graz,Wiesbaden,Leipzig,"XA-AT, XA-DE",18294,RB_01996_01999_NN_EStB,01999,NN,EStB,9003,53120.0,100.0,1901-11-04,print,0.0,18294.0,1.0,,,,4.0,Orgel,4043844-2,,,
2746,Opus 45 Ein deutsches Requiem [Stimmen],work,RB_00594,,2,,,,,,,,,,,,,,,,,,,,,3135.0,Ein deutsches Requiem,,300024975,,45,,815.0,65931.0,"PE, RB",Ein deutsches Requiem,1865-01-01,,,,2973.0,Oratorium,4129085-9,65931.0,1.0,1.0,Bariton,Sopran Solo,3468.0,Sopran,4392005-6,815.0,"Brahms, Johannes",118514253,m,1833-05-07,1897-04-03,Hamburg,Wien,Wien,"XA-DE, XA-AT",4877,RB_00594_00595_NN_EStA,00595,NN,EStA,2746,22083.0,1000.0,1913-11-27,print,0.0,4877.0,1.0,,,,,,,,,
13808,15 Quartette 4h.,collection full,PE_00994a,one piano four hands,1,,,,,,,,,,,159.0,"Haydn, Joseph",118547356,m,1732-03-31,1809-05-31,Rohrau,Wien,"Eisenstadt, Wien",XA-AT,10463.0,Quartett,Nr. 1,300862393,"Violine (2), Viola, Violoncello","64, Nr. 1",,159.0,59993.0,PE,"Quartett für Violine (2), Viola, Violoncello in D-Dur, Nr. 1",1790-01-01,D-Dur,,,3155.0,Quartett,4176618-0,59993.0,0.0,0.0,Quartett,,3426.0,Violine,4019791-8,159.0,"Haydn, Joseph",118547356,m,1732-03-31,1809-05-31,Rohrau,Wien,"Eisenstadt, Wien",XA-AT,23590,PE_00994a_00994b_Bd2_N,00994b,Bd2,N,13808,79852.0,500.0,1901-01-01,print,0.0,23590.0,1.0,,,,1.0,Klavier,4030982-4,,,
1078,Orgelcompositionen.,collection part,PE_00240,,0,,,,,,,,,,,,,,,,,,,,,1370.0,Präludium und Fuge,,300010575,Orgel,,,884.0,51755.0,PE,Präludium und Fuge für Orgel in e-Moll,,e-Moll,,,2981.0,Fuge,4155614-8,51755.0,0.0,0.0,Einzelinstrument Orgel,,3448.0,Orgel,4043844-2,884.0,"Bach, Johann Sebastian",11850553X,m,1685-03-21,1750-07-28,Eisenach,Leipzig,"Mühlhausen/Thüringen, Weimar, Köthen (Anhalt), Leipzig",XA-DE,1904,PE_00240_00247_H8_N,00247,H8,N,1078,14681.0,1000.0,1884-02-01,print,0.0,1904.0,1.0,,,,,,,,,
1078,Orgelcompositionen.,collection part,PE_00240,,0,,,,,,,,,,,,,,,,,,,,,1369.0,Präludium und Fuge,,300010761,Orgel,,,884.0,51746.0,PE,Präludium und Fuge für Orgel in a-Moll,,a-Moll,,,2953.0,Präludium,4137959-7,51746.0,0.0,0.0,Einzelinstrument Orgel,,3448.0,Orgel,4043844-2,884.0,"Bach, Johann Sebastian",11850553X,m,1685-03-21,1750-07-28,Eisenach,Leipzig,"Mühlhausen/Thüringen, Weimar, Köthen (Anhalt), Leipzig",XA-DE,1903,PE_00240_00246_H7_N,00246,H7,N,1078,14663.0,600.0,1909-05-01,print,0.0,1903.0,1.0,,,,,,,,,
12778,Sammlung Klassischer Stücke f. Piano & Viol.,collection full,PE_01413a,,1,,,,,,,,,,,,,,,,,,,,,12262.0,Konzert,Sarabande,300194234,"Oboe, Orchester",,,5524.0,61689.0,PE,"Konzert für Oboe, Orchester in B-Dur, Sarabande",1704-01-01,B-Dur,,,2932.0,Konzert,4032359-6,61689.0,1.0,0.0,Oboe,,3405.0,Oboe,4139391-0,5524.0,"Händel, Georg Friedrich",118544489,,,,,,,,21503,PE_01413a_01413c_Bd3_N,01413c,Bd3,N,12778,95607.0,4000.0,1921-10-01,print,0.0,21503.0,1.0,,,,1.0,Klavier,4030982-4,,,
2852,Matthäus-Passion. Kl. Ausz.,adaptation,PE_00036,one piano two hands,2,,,,,,,,,,,,,,,,,,,,,1327.0,Matthäuspassion,,300009798,,,,884.0,65847.0,"PE, RB",Matthäuspassion,1736-01-01,,,,2927.0,error,error,65847.0,1.0,1.0,Instrumentalsolisten,Vokalsolisten,3469.0,Alt,4270768-7,884.0,"Bach, Johann Sebastian",11850553X,m,1685-03-21,1750-07-28,Eisenach,Leipzig,"Mühlhausen/Thüringen, Weimar, Köthen (Anhalt), Leipzig",XA-DE,30783,PE_00036_00036_NN_EStT,00036,NN,EStT,2852,109687.0,600.0,1914-01-01,print,0.0,30783.0,1.0,,,,1.0,Klavier,4030982-4,,,
12692,Männer-Chöre,collection full,PE_01046,,1,,,,,,,,,,,,,,,,,,,,,11817.0,Flucht,,1108590802,,"64, Nr. 3",,869.0,61253.0,PE,Flucht,1825-01-01,,,,2968.0,Lied,4035669-3,61253.0,0.0,1.0,,,3488.0,Männerchor,4168467-9,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,24105,PE_01046_01046_NN_EStT1,01046,NN,EStT1,12692,70749.0,250.0,1894-02-01,print,0.0,24105.0,1.0,,,,6423.0,Männersingstimme,4644400-2,,,
371,op. 26. Drei Gesänge für drei weibliche Stimmen. ,work,RB_00183,,2,,,,,,,,,,,,,,,,,,,,,324.0,Gesänge,,1206291230,,26,,617.0,50966.0,RB,Gesänge,1862-01-01,,,,3148.0,Gesang,4020470-4,50966.0,0.0,1.0,,,3489.0,Frauenchor,4310304-2,617.0,"Hol, Richard",116959827,m,1825-07-23,1904-07-23,Amsterdam,Utrecht,,XA-NL,1541,RB_00183_00183_NN_EStS1,00183,NN,EStS1,371,2943.0,100.0,1884-12-05,print,0.0,1541.0,1.0,,,,,,,,,
12725,Duos für 2 Violinen,collection full,PE_01081a,,1,,,,,,,,,,,,,,,,,,,,,11881.0,Duos,,300040768,Violine (2),23,,1321.0,61290.0,PE,Duos für Violine (2),,,,,3150.0,Duo,4138632-2,61290.0,0.0,0.0,Einzelinstrument Violine,,3426.0,Violine,4019791-8,1321.0,"Dancla, Jean-Baptiste-Charles",116020938,m,1817-12-18,1907-11-10,Bagnères-de-Bigorre,Tunis,,XA-FR,21313,PE_01081a_01081i_Bd9_N,01081i,Bd9,N,12725,104937.0,500.0,1909-09-01,print,0.0,21313.0,1.0,,,,5.0,Violine,4019791-8,,,
12780,Sammlung Klassischer Stücke f. Piano & Cello,collection full,PE_01418a,,1,,,,,,,,,,,,,,,,,,,,,12272.0,Trios,Andante con moto,300304153,"Violine, Violoncello, Klavier",100,,869.0,61728.0,PE,"Trio für Violine, Violoncello, Klavier, Andante con moto",1827-01-01,,,,3132.0,Andante,7644081-3,61728.0,0.0,0.0,gemischtes Ensemble,,3441.0,Violoncello,4063584-3,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,21507,PE_01418a_01418a_Bd1_N,01418a,Bd1,N,12780,96245.0,500.0,1888-08-01,print,0.0,21507.0,1.0,,,,1.0,Klavier,4030982-4,,,
9003,op. 90: Die Geburt Christi,adaptation,RB_01996,,-1,,,,,,,,,,,,,,,,,,,,,3802.0,Die Geburt Christi,,300073542,,90,,719.0,65936.0,"PE, RB",Die Geburt Christi in D-Dur,1894-01-01,D-Dur,,,2973.0,Oratorium,4129085-9,65936.0,1.0,1.0,Instrumentalsolisten,Vokalsolisten,3470.0,Tenor,4184718-0,719.0,"Herzogenberg, Heinrich von",119523876,m,1843-06-10,1900-10-09,Graz,Wiesbaden,Leipzig,"XA-AT, XA-DE",18348,RB_01996_02000_NN_EStAKi,02000,NN,EStAKi,9003,53101.0,100.0,1895-05-17,print,0.0,18348.0,1.0,,,,4610.0,Sopran,4392005-6,,,
12780,Sammlung Klassischer Stücke f. Piano & Cello,collection full,PE_01418a,,1,,,,,,,,,,,,,,,,,,,,,12289.0,Sonate,Larghetto,1227893124,"Violine, Basso continuo","1, Nr. 13",,5524.0,61697.0,PE,"Sonate für Violine, Basso continuo in D-Dur, Larghetto",,D-Dur,,,2936.0,Sonate,4131190-5,61697.0,1.0,0.0,Violine,,3487.0,Basso continuo,4020105-3,5524.0,"Händel, Georg Friedrich",118544489,,,,,,,,21508,PE_01418a_01418b_Bd2_N,01418b,Bd2,N,12780,96275.0,1000.0,1892-07-01,print,0.0,21508.0,1.0,,,,1.0,Klavier,4030982-4,,,
12780,Sammlung Klassischer Stücke f. Piano & Cello,collection full,PE_01418a,,1,,,,,,,,,,,,,,,,,,,,,12271.0,Quintett,Andante cantabile,300300336,"Oboe, Klarinette, Fagott, Horn, Klavier",16,,509.0,61716.0,PE,"Quintett für Oboe, Klarinette, Fagott, Horn, Klavier in Es-Dur, Andante cantabile",1801-01-01,Es-Dur,,,3156.0,Quintett,4176737-8,61716.0,0.0,0.0,Quintett,,3405.0,Oboe,4139391-0,509.0,"Beethoven, Ludwig van",118508288,m,1770-12-17,1827-03-26,Bonn,Wien,"Bonn, Wien","XA-DE, XA-AT",21507,PE_01418a_01418a_Bd1_N,01418a,Bd1,N,12780,96247.0,1000.0,1890-09-01,print,0.0,21507.0,1.0,,,,10.0,Violoncello,4063584-3,,,
1078,Orgelcompositionen.,collection part,PE_00240,,0,,,,,,,,,,,,,,,,,,,,,1363.0,Toccata und Fuge,,300010621,Orgel,,,884.0,51748.0,PE,Toccata und Fuge für Orgel in d-Moll,,d-Moll,,,2952.0,Tokkata,4185619-3,51748.0,0.0,0.0,Einzelinstrument Orgel,,3448.0,Orgel,4043844-2,884.0,"Bach, Johann Sebastian",11850553X,m,1685-03-21,1750-07-28,Eisenach,Leipzig,"Mühlhausen/Thüringen, Weimar, Köthen (Anhalt), Leipzig",XA-DE,1904,PE_00240_00247_H8_N,00247,H8,N,1078,14681.0,1000.0,1884-02-01,print,0.0,1904.0,1.0,,,,,,,,,
13739,Album IV.,collection full,PE_00791,,1,,,,,,,,,,,,,,,,,,,,,13693.0,Vor meiner Wiege,,300182961,,"106, Nr. 3",,869.0,62843.0,PE,Vor meiner Wiege,1827-01-01,,,,2968.0,Lied,4035669-3,62843.0,0.0,0.0,Einzelinstrument Klavier,Singstimme Solo,3483.0,Singstimme,4156941-6,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,23360,PE_00791_00791_Bd4_N,00791,Bd4,N,13739,76387.0,200.0,1882-04-01,print,0.0,23360.0,1.0,,,,1.0,Klavier,4030982-4,,,
